review_id,review_date,product_id,product_name,user_id,channel,rating,review_text
20251104-A-033,2025-11-04,P102,Product 2,U9326,app,3,특별히 나쁘지도 좋지도 않네요.
20251107-M-034,2025-11-07,P106,Product 6,U4487,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251101-W-035,2025-11-01,P107,Product 7,U9601,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251104-W-036,2025-11-04,P107,Product 7,U7963,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251105-A-037,2025-11-05,P107,Product 7,U8381,app,1,품질이 생각보다 좋지 않습니다.
20251101-W-038,2025-11-01,P110,Product 10,U3611,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-039,2025-11-04,P106,Product 6,U2831,web,3,무난한 제품입니다. 평범해요.
20251107-A-040,2025-11-07,P104,Product 4,U7546,app,3,보통 수준의 제품입니다.
20251105-A-041,2025-11-05,P110,Product 10,U5691,app,2,기대 이하입니다. 실망스러워요.
20251101-W-042,2025-11-01,P110,Product 10,U8183,web,2,기대 이하입니다. 실망스러워요.
20251103-M-043,2025-11-03,P105,Product 5,U4559,mobile,3,무난한 제품입니다. 평범해요.
20251105-A-044,2025-11-05,P102,Product 2,U1085,app,3,가격을 생각하면 적당한 것 같습니다.
20251101-W-045,2025-11-01,P110,Product 10,U1855,web,5,배송도 빠르고 제품도 기대 이상입니다.
20251103-M-046,2025-11-03,P106,Product 6,U6416,mobile,3,보통 수준의 제품입니다.
20251104-A-047,2025-11-04,P103,Product 3,U8051,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251105-W-048,2025-11-05,P109,Product 9,U8911,web,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251107-M-049,2025-11-07,P102,Product 2,U1572,mobile,5,재구매 의사 100%입니다. 강력 추천!
20251105-W-050,2025-11-05,P102,Product 2,U6790,web,1,사진과 실물이 너무 달라요.
20251106-A-051,2025-11-06,P109,Product 9,U9484,app,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-052,2025-11-04,P107,Product 7,U8417,web,3,가격을 생각하면 적당한 것 같습니다.
20251103-M-053,2025-11-03,P103,Product 3,U9841,mobile,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-054,2025-11-04,P108,Product 8,U1709,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251105-M-055,2025-11-05,P102,Product 2,U5080,mobile,4,디자인도 예쁘고 사용하기 편리합니다.
20251107-A-056,2025-11-07,P104,Product 4,U5829,app,3,무난한 제품입니다. 평범해요.
20251101-A-057,2025-11-01,P106,Product 6,U2376,app,3,기대했던 것과 비슷합니다.
20251102-M-058,2025-11-02,P108,Product 8,U5012,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251101-M-059,2025-11-01,P101,Product 1,U8271,mobile,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251107-M-060,2025-11-07,P107,Product 7,U9909,mobile,1,기대 이하입니다. 실망스러워요.
20251101-M-061,2025-11-01,P106,Product 6,U1058,mobile,5,재구매 의사 100%입니다. 강력 추천!
20251104-A-062,2025-11-04,P101,Product 1,U6959,app,2,사진과 실물이 너무 달라요.
20251105-W-063,2025-11-05,P106,Product 6,U7460,web,3,보통 수준의 제품입니다.
20251107-M-064,2025-11-07,P103,Product 3,U4433,mobile,3,무난한 제품입니다. 평범해요.
20251104-A-065,2025-11-04,P104,Product 4,U2943,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251101-W-066,2025-11-01,P104,Product 4,U7638,web,1,품질이 생각보다 좋지 않습니다.
20251102-W-067,2025-11-02,P110,Product 10,U9012,web,2,사진과 실물이 너무 달라요.
20251105-A-068,2025-11-05,P105,Product 5,U8632,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251106-W-069,2025-11-06,P108,Product 8,U5558,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251103-W-070,2025-11-03,P104,Product 4,U6904,web,1,사진과 실물이 너무 달라요.
20251101-W-071,2025-11-01,P108,Product 8,U8730,web,3,무난한 제품입니다. 평범해요.
20251102-A-072,2025-11-02,P109,Product 9,U6393,app,1,품질이 생각보다 좋지 않습니다.
20251101-A-073,2025-11-01,P105,Product 5,U6486,app,3,보통 수준의 제품입니다.
20251104-M-074,2025-11-04,P107,Product 7,U7732,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251104-W-075,2025-11-04,P106,Product 6,U2711,web,1,사진과 실물이 너무 달라요.
20251103-W-076,2025-11-03,P109,Product 9,U6046,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251105-A-077,2025-11-05,P104,Product 4,U8355,app,3,보통 수준의 제품입니다.
20251104-W-078,2025-11-04,P108,Product 8,U3165,web,1,사진과 실물이 너무 달라요.
20251106-M-079,2025-11-06,P109,Product 9,U9857,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251105-A-080,2025-11-05,P109,Product 9,U6016,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251103-A-081,2025-11-03,P107,Product 7,U2722,app,2,기대 이하입니다. 실망스러워요.
20251104-M-082,2025-11-04,P104,Product 4,U1228,mobile,5,배송도 빠르고 제품도 기대 이상입니다.
20251105-W-083,2025-11-05,P103,Product 3,U7836,web,3,특별히 나쁘지도 좋지도 않네요.
20251107-W-084,2025-11-07,P105,Product 5,U3953,web,3,특별히 나쁘지도 좋지도 않네요.
20251103-A-085,2025-11-03,P102,Product 2,U9719,app,3,특별히 나쁘지도 좋지도 않네요.
20251103-M-086,2025-11-03,P102,Product 2,U5692,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251106-W-087,2025-11-06,P108,Product 8,U5897,web,2,품질이 생각보다 좋지 않습니다.
20251101-A-088,2025-11-01,P103,Product 3,U3572,app,3,특별히 나쁘지도 좋지도 않네요.
20251102-A-089,2025-11-02,P102,Product 2,U6815,app,1,가격 대비 별로입니다. 환불하고 싶네요.
20251102-A-090,2025-11-02,P110,Product 10,U4433,app,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251105-A-001,2025-11-05,P101,Product 1,U6350,app,1,사진과 실물이 너무 달라요.
20251104-M-002,2025-11-04,P106,Product 6,U3403,mobile,1,기대 이하입니다. 실망스러워요.
20251102-W-003,2025-11-02,P109,Product 9,U4957,web,3,특별히 나쁘지도 좋지도 않네요.
20251105-W-004,2025-11-05,P107,Product 7,U7864,web,5,디자인도 예쁘고 사용하기 편리합니다.
20251102-A-005,2025-11-02,P110,Product 10,U2265,app,3,기대했던 것과 비슷합니다.
20251104-A-006,2025-11-04,P109,Product 9,U8767,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251107-W-007,2025-11-07,P109,Product 9,U1301,web,3,특별히 나쁘지도 좋지도 않네요.
20251103-W-008,2025-11-03,P103,Product 3,U8282,web,1,품질이 생각보다 좋지 않습니다.
20251101-A-009,2025-11-01,P105,Product 5,U4004,app,3,특별히 나쁘지도 좋지도 않네요.
20251106-W-010,2025-11-06,P105,Product 5,U5728,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251102-W-011,2025-11-02,P106,Product 6,U5375,web,1,기대 이하입니다. 실망스러워요.
20251103-W-012,2025-11-03,P108,Product 8,U2808,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251104-M-013,2025-11-04,P102,Product 2,U9515,mobile,2,사진과 실물이 너무 달라요.
20251106-W-014,2025-11-06,P109,Product 9,U9147,web,4,디자인도 예쁘고 사용하기 편리합니다.
20251101-M-015,2025-11-01,P104,Product 4,U7141,mobile,2,품질이 생각보다 좋지 않습니다.
20251106-M-016,2025-11-06,P108,Product 8,U3632,mobile,1,가격 대비 별로입니다. 환불하고 싶네요.
20251104-W-017,2025-11-04,P109,Product 9,U3403,web,3,무난한 제품입니다. 평범해요.
20251102-W-018,2025-11-02,P107,Product 7,U8256,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251106-M-019,2025-11-06,P107,Product 7,U7711,mobile,1,기대 이하입니다. 실망스러워요.
20251106-A-020,2025-11-06,P103,Product 3,U3995,app,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251105-M-021,2025-11-05,P110,Product 10,U4178,mobile,1,기대 이하입니다. 실망스러워요.
20251104-M-022,2025-11-04,P105,Product 5,U7646,mobile,2,기대 이하입니다. 실망스러워요.
20251106-W-023,2025-11-06,P105,Product 5,U2965,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251103-M-024,2025-11-03,P108,Product 8,U9346,mobile,2,기대 이하입니다. 실망스러워요.
20251102-W-025,2025-11-02,P108,Product 8,U7697,web,4,배송도 빠르고 제품도 기대 이상입니다.
20251104-W-026,2025-11-04,P102,Product 2,U4606,web,3,특별히 나쁘지도 좋지도 않네요.
20251105-M-027,2025-11-05,P104,Product 4,U7025,mobile,3,기대했던 것과 비슷합니다.
20251105-A-028,2025-11-05,P105,Product 5,U3016,app,1,기대 이하입니다. 실망스러워요.
20251106-M-029,2025-11-06,P110,Product 10,U6209,mobile,3,가격을 생각하면 적당한 것 같습니다.
20251103-W-030,2025-11-03,P102,Product 2,U2183,web,5,배송도 빠르고 제품도 기대 이상입니다.
20251104-M-031,2025-11-04,P104,Product 4,U1893,mobile,5,재구매 의사 100%입니다. 강력 추천!
20251105-M-032,2025-11-05,P108,Product 8,U6480,mobile,3,가격을 생각하면 적당한 것 같습니다.
20251102-W-033,2025-11-02,P107,Product 7,U4543,web,3,가격을 생각하면 적당한 것 같습니다.
20251104-W-034,2025-11-04,P108,Product 8,U3192,web,3,특별히 나쁘지도 좋지도 않네요.
20251107-A-035,2025-11-07,P109,Product 9,U8057,app,3,특별히 나쁘지도 좋지도 않네요.
20251104-W-036,2025-11-04,P106,Product 6,U3367,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251105-M-037,2025-11-05,P109,Product 9,U2969,mobile,1,사진과 실물이 너무 달라요.
20251107-M-038,2025-11-07,P102,Product 2,U9921,mobile,2,사진과 실물이 너무 달라요.
20251102-M-039,2025-11-02,P105,Product 5,U9969,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251104-A-040,2025-11-04,P109,Product 9,U2139,app,1,가격 대비 별로입니다. 환불하고 싶네요.
20251107-A-041,2025-11-07,P101,Product 1,U4268,app,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251107-M-042,2025-11-07,P106,Product 6,U1644,mobile,2,사진과 실물이 너무 달라요.
20251106-M-043,2025-11-06,P101,Product 1,U2534,mobile,2,기대 이하입니다. 실망스러워요.
20251103-A-044,2025-11-03,P108,Product 8,U2170,app,4,디자인도 예쁘고 사용하기 편리합니다.
20251107-W-045,2025-11-07,P104,Product 4,U6911,web,3,기대했던 것과 비슷합니다.
20251107-A-046,2025-11-07,P104,Product 4,U5332,app,3,기대했던 것과 비슷합니다.
20251106-M-047,2025-11-06,P109,Product 9,U5276,mobile,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251101-A-048,2025-11-01,P104,Product 4,U4137,app,4,디자인도 예쁘고 사용하기 편리합니다.
20251101-W-049,2025-11-01,P105,Product 5,U3864,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251102-M-050,2025-11-02,P102,Product 2,U7157,mobile,5,디자인도 예쁘고 사용하기 편리합니다.
20251101-W-051,2025-11-01,P101,Product 1,U6906,web,3,기대했던 것과 비슷합니다.
20251101-A-052,2025-11-01,P103,Product 3,U6519,app,3,보통 수준의 제품입니다.
20251101-W-053,2025-11-01,P105,Product 5,U1690,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251103-A-054,2025-11-03,P106,Product 6,U9835,app,3,무난한 제품입니다. 평범해요.
20251107-W-055,2025-11-07,P105,Product 5,U1943,web,3,기대했던 것과 비슷합니다.
20251103-M-056,2025-11-03,P110,Product 10,U7574,mobile,1,기대 이하입니다. 실망스러워요.
20251102-M-057,2025-11-02,P103,Product 3,U3966,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251103-M-058,2025-11-03,P102,Product 2,U9733,mobile,2,사진과 실물이 너무 달라요.
20251105-W-059,2025-11-05,P101,Product 1,U2724,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251102-M-060,2025-11-02,P105,Product 5,U2311,mobile,3,무난한 제품입니다. 평범해요.
20251101-W-061,2025-11-01,P102,Product 2,U5752,web,1,품질이 생각보다 좋지 않습니다.
20251104-A-062,2025-11-04,P108,Product 8,U6712,app,3,무난한 제품입니다. 평범해요.
20251106-W-063,2025-11-06,P101,Product 1,U8643,web,4,재구매 의사 100%입니다. 강력 추천!
20251106-A-064,2025-11-06,P110,Product 10,U7585,app,1,품질이 생각보다 좋지 않습니다.
20251103-A-065,2025-11-03,P103,Product 3,U3509,app,3,특별히 나쁘지도 좋지도 않네요.
20251107-M-066,2025-11-07,P110,Product 10,U5527,mobile,1,가격 대비 별로입니다. 환불하고 싶네요.
20251104-M-067,2025-11-04,P106,Product 6,U1385,mobile,4,배송도 빠르고 제품도 기대 이상입니다.
20251101-W-068,2025-11-01,P101,Product 1,U1647,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251104-A-069,2025-11-04,P101,Product 1,U5199,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251107-W-070,2025-11-07,P101,Product 1,U4804,web,2,가격 대비 별로입니다. 환불하고 싶네요.
20251101-A-071,2025-11-01,P106,Product 6,U5812,app,5,재구매 의사 100%입니다. 강력 추천!
20251106-W-072,2025-11-06,P102,Product 2,U6035,web,1,사진과 실물이 너무 달라요.
20251103-W-073,2025-11-03,P103,Product 3,U8454,web,1,기대 이하입니다. 실망스러워요.
20251103-A-074,2025-11-03,P107,Product 7,U9828,app,3,가격을 생각하면 적당한 것 같습니다.
20251106-W-075,2025-11-06,P106,Product 6,U1196,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-M-076,2025-11-04,P102,Product 2,U2290,mobile,2,품질이 생각보다 좋지 않습니다.
20251106-A-077,2025-11-06,P101,Product 1,U4156,app,3,무난한 제품입니다. 평범해요.
20251107-M-078,2025-11-07,P106,Product 6,U4353,mobile,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251102-A-079,2025-11-02,P107,Product 7,U1306,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251106-M-080,2025-11-06,P109,Product 9,U4283,mobile,3,기대했던 것과 비슷합니다.
20251101-W-081,2025-11-01,P101,Product 1,U9518,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251103-W-082,2025-11-03,P103,Product 3,U9956,web,3,특별히 나쁘지도 좋지도 않네요.
20251101-A-083,2025-11-01,P110,Product 10,U2452,app,4,배송도 빠르고 제품도 기대 이상입니다.
20251103-W-084,2025-11-03,P105,Product 5,U7358,web,1,기대 이하입니다. 실망스러워요.
20251102-W-085,2025-11-02,P101,Product 1,U7293,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251114-M-001,2025-11-14,P105,Product 5,U8951,mobile,3,기대했던 것과 비슷합니다.
20251114-M-002,2025-11-14,P109,Product 9,U6097,mobile,1,품질이 생각보다 좋지 않습니다.
20251109-A-003,2025-11-09,P103,Product 3,U6312,app,3,가격을 생각하면 적당한 것 같습니다.
20251110-A-004,2025-11-10,P110,Product 10,U1622,app,3,특별히 나쁘지도 좋지도 않네요.
20251111-W-005,2025-11-11,P109,Product 9,U8190,web,3,보통 수준의 제품입니다.
20251113-A-006,2025-11-13,P105,Product 5,U6924,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251113-W-007,2025-11-13,P106,Product 6,U7607,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251113-M-008,2025-11-13,P101,Product 1,U3685,mobile,1,품질이 생각보다 좋지 않습니다.
20251113-W-009,2025-11-13,P104,Product 4,U4812,web,1,사진과 실물이 너무 달라요.
20251114-M-010,2025-11-14,P108,Product 8,U8727,mobile,2,사진과 실물이 너무 달라요.
20251114-A-011,2025-11-14,P108,Product 8,U2674,app,4,배송도 빠르고 제품도 기대 이상입니다.
20251110-A-012,2025-11-10,P104,Product 4,U7190,app,5,재구매 의사 100%입니다. 강력 추천!
20251110-W-013,2025-11-10,P109,Product 9,U5023,web,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-W-014,2025-11-09,P106,Product 6,U6148,web,3,기대했던 것과 비슷합니다.
20251114-M-015,2025-11-14,P107,Product 7,U1769,mobile,1,가격 대비 별로입니다. 환불하고 싶네요.
20251110-W-016,2025-11-10,P102,Product 2,U5376,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251110-M-017,2025-11-10,P102,Product 2,U4108,mobile,1,사진과 실물이 너무 달라요.
20251110-A-018,2025-11-10,P109,Product 9,U5202,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251110-W-019,2025-11-10,P110,Product 10,U4137,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251114-M-020,2025-11-14,P108,Product 8,U2398,mobile,5,디자인도 예쁘고 사용하기 편리합니다.
20251111-A-021,2025-11-11,P109,Product 9,U4273,app,3,특별히 나쁘지도 좋지도 않네요.
20251114-A-022,2025-11-14,P104,Product 4,U8812,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251108-A-023,2025-11-08,P107,Product 7,U2049,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251110-A-024,2025-11-10,P101,Product 1,U8474,app,3,특별히 나쁘지도 좋지도 않네요.
20251109-M-025,2025-11-09,P102,Product 2,U3521,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251113-W-026,2025-11-13,P108,Product 8,U3124,web,2,품질이 생각보다 좋지 않습니다.
20251112-W-027,2025-11-12,P104,Product 4,U1980,web,3,기대했던 것과 비슷합니다.
20251108-W-028,2025-11-08,P102,Product 2,U9736,web,4,배송도 빠르고 제품도 기대 이상입니다.
20251110-A-029,2025-11-10,P103,Product 3,U2906,app,1,품질이 생각보다 좋지 않습니다.
20251112-A-030,2025-11-12,P108,Product 8,U1751,app,3,보통 수준의 제품입니다.
20251110-M-031,2025-11-10,P106,Product 6,U9253,mobile,3,기대했던 것과 비슷합니다.
20251113-W-032,2025-11-13,P101,Product 1,U4114,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251111-W-033,2025-11-11,P108,Product 8,U1946,web,2,가격 대비 별로입니다. 환불하고 싶네요.
20251111-M-034,2025-11-11,P105,Product 5,U6039,mobile,5,디자인도 예쁘고 사용하기 편리합니다.
20251108-W-035,2025-11-08,P107,Product 7,U7846,web,3,특별히 나쁘지도 좋지도 않네요.
20251114-A-036,2025-11-14,P109,Product 9,U1316,app,3,보통 수준의 제품입니다.
20251111-W-037,2025-11-11,P104,Product 4,U3995,web,2,기대 이하입니다. 실망스러워요.
20251113-W-038,2025-11-13,P101,Product 1,U6114,web,2,기대 이하입니다. 실망스러워요.
20251112-M-039,2025-11-12,P108,Product 8,U5393,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251113-M-040,2025-11-13,P102,Product 2,U6755,mobile,3,무난한 제품입니다. 평범해요.
20251112-A-041,2025-11-12,P106,Product 6,U5567,app,3,가격을 생각하면 적당한 것 같습니다.
20251111-A-042,2025-11-11,P108,Product 8,U7061,app,3,특별히 나쁘지도 좋지도 않네요.
20251111-A-043,2025-11-11,P103,Product 3,U5391,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251110-M-044,2025-11-10,P108,Product 8,U5525,mobile,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-W-045,2025-11-09,P110,Product 10,U6337,web,3,보통 수준의 제품입니다.
20251112-M-046,2025-11-12,P103,Product 3,U4100,mobile,4,재구매 의사 100%입니다. 강력 추천!
20251108-A-047,2025-11-08,P103,Product 3,U5241,app,1,사진과 실물이 너무 달라요.
20251111-W-048,2025-11-11,P106,Product 6,U5003,web,3,기대했던 것과 비슷합니다.
20251111-M-049,2025-11-11,P105,Product 5,U3654,mobile,4,디자인도 예쁘고 사용하기 편리합니다.
20251113-A-050,2025-11-13,P107,Product 7,U6491,app,5,재구매 의사 100%입니다. 강력 추천!
20251108-W-051,2025-11-08,P106,Product 6,U9122,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251113-A-052,2025-11-13,P105,Product 5,U2322,app,3,보통 수준의 제품입니다.
20251114-W-053,2025-11-14,P105,Product 5,U6763,web,1,가격 대비 별로입니다. 환불하고 싶네요.
20251113-A-054,2025-11-13,P105,Product 5,U9929,app,3,기대했던 것과 비슷합니다.
20251111-A-055,2025-11-11,P109,Product 9,U7372,app,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251114-A-056,2025-11-14,P109,Product 9,U6000,app,1,품질이 생각보다 좋지 않습니다.
20251113-M-057,2025-11-13,P103,Product 3,U9615,mobile,3,보통 수준의 제품입니다.
20251113-A-058,2025-11-13,P109,Product 9,U5883,app,5,재구매 의사 100%입니다. 강력 추천!
20251110-W-059,2025-11-10,P105,Product 5,U7398,web,3,특별히 나쁘지도 좋지도 않네요.
20251108-A-060,2025-11-08,P105,Product 5,U1148,app,1,가격 대비 별로입니다. 환불하고 싶네요.
20251110-M-061,2025-11-10,P105,Product 5,U2069,mobile,2,사진과 실물이 너무 달라요.
20251114-W-062,2025-11-14,P108,Product 8,U8986,web,2,품질이 생각보다 좋지 않습니다.
20251108-W-063,2025-11-08,P106,Product 6,U2803,web,3,특별히 나쁘지도 좋지도 않네요.
20251110-A-064,2025-11-10,P103,Product 3,U5563,app,3,기대했던 것과 비슷합니다.
20251110-M-065,2025-11-10,P109,Product 9,U2635,mobile,5,배송도 빠르고 제품도 기대 이상입니다.
20251111-A-066,2025-11-11,P106,Product 6,U7297,app,4,재구매 의사 100%입니다. 강력 추천!
20251113-A-067,2025-11-13,P101,Product 1,U7460,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251111-A-068,2025-11-11,P106,Product 6,U5883,app,1,사진과 실물이 너무 달라요.
20251108-A-069,2025-11-08,P108,Product 8,U7320,app,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251108-A-070,2025-11-08,P104,Product 4,U7696,app,5,재구매 의사 100%입니다. 강력 추천!
20251112-A-071,2025-11-12,P103,Product 3,U4715,app,3,특별히 나쁘지도 좋지도 않네요.
20251109-A-072,2025-11-09,P103,Product 3,U4113,app,4,재구매 의사 100%입니다. 강력 추천!
20251112-M-073,2025-11-12,P103,Product 3,U8616,mobile,3,무난한 제품입니다. 평범해요.
20251113-W-074,2025-11-13,P107,Product 7,U6935,web,4,디자인도 예쁘고 사용하기 편리합니다.
20251111-M-075,2025-11-11,P110,Product 10,U3134,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251109-A-076,2025-11-09,P110,Product 10,U9209,app,1,사진과 실물이 너무 달라요.
20251109-W-077,2025-11-09,P110,Product 10,U2232,web,2,가격 대비 별로입니다. 환불하고 싶네요.
20251109-A-078,2025-11-09,P108,Product 8,U5638,app,4,배송도 빠르고 제품도 기대 이상입니다.
20251114-M-079,2025-11-14,P103,Product 3,U4196,mobile,1,기대 이하입니다. 실망스러워요.
20251114-M-080,2025-11-14,P106,Product 6,U9070,mobile,1,사진과 실물이 너무 달라요.
20251108-A-081,2025-11-08,P104,Product 4,U4799,app,2,기대 이하입니다. 실망스러워요.
20251108-A-082,2025-11-08,P101,Product 1,U2324,app,4,디자인도 예쁘고 사용하기 편리합니다.
20251114-W-083,2025-11-14,P102,Product 2,U6959,web,3,가격을 생각하면 적당한 것 같습니다.
20251113-M-084,2025-11-13,P109,Product 9,U7913,mobile,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251108-M-085,2025-11-08,P109,Product 9,U2274,mobile,3,무난한 제품입니다. 평범해요.
20251112-W-086,2025-11-12,P106,Product 6,U5895,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251113-A-087,2025-11-13,P105,Product 5,U3724,app,1,품질이 생각보다 좋지 않습니다.
20251113-A-088,2025-11-13,P107,Product 7,U4163,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251109-W-089,2025-11-09,P110,Product 10,U1805,web,3,보통 수준의 제품입니다.
20251110-W-090,2025-11-10,P109,Product 9,U5637,web,3,기대했던 것과 비슷합니다.
20251111-W-091,2025-11-11,P103,Product 3,U5663,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
